,en,de,en_idiom,de_idiom,en_task,de_translation_t5,de_translation_t5_trained
2032,"Without a shadow of a doubt , the European monetary union has not operated in the way it was designed to work .","Ganz ohne Zweifel hat die europäische Währungsunion nicht so funktioniert , wie ursprünglich vorgesehen war .",without a shadow of a doubt,vollkommen außer zweifel,"translate to german: Without a shadow of a doubt , the European monetary union has not operated in the way it was designed to work .","<pad> Ohne Zweifel hat die Europäische Währungsunion nicht so funktioniert, wie sie funktioniert hat.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Die europäische Währungsunion hat ohne jeden Zweifel nicht so funktioniert, wie ursprünglich vorgesehen war.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2033,"Until it is set up , I would ask the European Ombudsman to pass on each complaint directly to the national or regional ombudsman with the appropriate competence .","Bis sie eingerichtet ist , würde ich den Europäischen Bürgerbeauftragten bitten , jede Beschwerde direkt an den jeweils zuständigen nationalen bzw. regionalen Bürgerbeauftragten weiterzuleiten .",to pass on,das zeitliche segnen,"translate to german: Until it is set up , I would ask the European Ombudsman to pass on each complaint directly to the national or regional ombudsman with the appropriate competence .","<pad> Bis zur Einrichtung ersuche ich den Europäischen Bürgerbeauftragten, jede Beschwerde direkt an den nationalen oder regionalen Bürgerbeauftragten mit der entsprechenden Kompetenz weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Solange sie nicht eingerichtet ist, fordere ich den Europäischen Bürgerbeauftragten auf, jede Klage direkt an den nationalen oder regionalen Bürgerbeauftragten mit der entsprechenden Kompetenz weiterzuleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2034,"And when you speak of simplifying administration and enlist the former Minister-President of Bavaria to lead that effort , all I can say is three cheers and the best of luck !","Und wenn Sie von Verwaltungsvereinfachung reden und dazu den früheren bayerischen Ministerpräsidenten brauchen - herzlichen Glückwunsch , da wünsche ich Ihnen viel Erfolg !",i say !,hören sie mal !,"translate to german: And when you speak of simplifying administration and enlist the former Minister-President of Bavaria to lead that effort , all I can say is three cheers and the best of luck !","<pad> Und wenn Sie von einer Vereinfachung der Verwaltung sprechen und den ehemaligen bayerischen Ministerpräsidenten dazu auffordern, diese Anstrengungen zu führen, dann kann ich Ihnen nur drei Glückwünsche und viel Glück sagen!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Und wenn Sie von Verwaltungsvereinfachung reden und dazu den früheren bayerischen Ministerpräsidenten brauchen - herzlichen Glückwunsch, da wünsche ich Ihnen viel Erfolg!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2035,"Assaults by the confederates were to be expected even on rocky and inaccessible terrain and were met with heavy fire ( frontal and lateral ) from small cannon ( socalled falcons ) , but also from harquebusses ( predecessor of the musket ) and crossbows . The machicolations on the battlements were used to protect the walls from attack with ladders and from attempts at undermining the stronghold and , at the same time , protected those engaged in throwing tar , stones and incendiary shells on the enemy .",Ganz anders die mailändischen Festungswerke des Spätmittelalters .,to be on fire,feuer und flamme sein,"translate to german: Assaults by the confederates were to be expected even on rocky and inaccessible terrain and were met with heavy fire ( frontal and lateral ) from small cannon ( socalled falcons ) , but also from harquebusses ( predecessor of the musket ) and crossbows . The machicolations on the battlements were used to protect the walls from attack with ladders and from attempts at undermining the stronghold and , at the same time , protected those engaged in throwing tar , stones and incendiary shells on the enemy .","<pad> Die Verletzungen durch die Konföderationen waren auch auf felsigen und unzugänglichen Gebieten zu erwarten und wurden mit schweren Feuern ( frontal und lateral ) aus kleinen Kanonen ( so genannte Falken ), aber auch aus Harquebussen ( Vorgänger der Musket ) und Kreuzbrüchen getroffen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Die Aggressionen der Konföderale wurden auch auf felsigen und unzugänglichen Geländen mit schwerem Feuer ( Frontal und lateral ) aus kleinen Kanonen ( so genannte Falken ), aber auch aus Harquebussen ( Vorgänger des Muskets ) und Kreuzbrüche bekämpft.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2036,"He reached maturity with a body trunk of normal size but with abnormally short legs , described by Jean Bouret as having &quot; developed the torso of a grown man on the legs of a small boy ; and his handsome face changed gradually into a thick-lipped , monstrously masculine and sensual mask covered in black stubble .","1885 eröffnet Aristide Bruant das Cabaret Le Mirliton , und Toulouse-Lautrec entwarf zahlreiche Plakate , auf denen vor allem Monsieur Bruant durch sein Markenzeichen , einen roten Schal , hervorsticht . 1888 begann Toulouse-Lautrec , Motive auszuwählen , für die er bis heute bekannt ist : Menschen aus dem Zirkus , aus Vergnügungslokalen und Situationen aus dem Milieu der Halbwelt .",man and boy,von kindesbeinen an,"translate to german: He reached maturity with a body trunk of normal size but with abnormally short legs , described by Jean Bouret as having &quot; developed the torso of a grown man on the legs of a small boy ; and his handsome face changed gradually into a thick-lipped , monstrously masculine and sensual mask covered in black stubble .","<pad> Er erreichte seine Reife mit einem Körperstamm von normaler Größe, aber mit anormal kurzen Beinen, der von Jean Bouret beschrieben wurde, dass er den Rücken eines erwachsenen Mannes auf den Beinen eines kleinen Jungen entwickelt hat, und sein hübsches Gesicht wandelte sich allmählich in eine dicke, monströse und sinnliche Maske um, die mit schwarzem Stuck bedeckt ist.</s>","<pad> Er erreichte Reife mit einem Körpertuch von normaler Größe, aber mit abnormal kurzen Beinen, beschrieben von Jean Bouret als &quot; Entwicklung des Tornes eines erwachsenen Mannes auf den Beinen eines kleinen Jungen, und sein behülltes Gesicht wurde nach und nach in eine dicke, monstümlich männliche und sensuelle Maske mit schwarzem Stuck gezogen.</s> <pad> <pad> <pad>"
2037,"Holstein International ( HI ) is the magazine for Holstein dairymen and Holstein breeders worldwide . Readers let us know that from the moment they have read HI for the very first time , HI has become their favorite Holstein magazine - because of the readability of the articles , the passion it radiates , the easy way to pass on knowledge and expertise , and the innovative topics .",Holstein International ( HI ) ist die Fachzeitschrift für Holstein-Milchviehhalter weltweit .,to pass on,das zeitliche segnen,"translate to german: Holstein International ( HI ) is the magazine for Holstein dairymen and Holstein breeders worldwide . Readers let us know that from the moment they have read HI for the very first time , HI has become their favorite Holstein magazine - because of the readability of the articles , the passion it radiates , the easy way to pass on knowledge and expertise , and the innovative topics .",<pad> Holstein International ( HI ) ist das Magazin für Holsteiner Milchhändler und Holsteinzüchter weltweit.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Holstein International ( HI ) ist die Fachzeitschrift für Holstein-Milchviehhalter weltweit.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
2038,"If you prefer to take it easy , we have just the right thing for you : a selection of easy but rewarding hikes which don &apos;t always require going up too high .",Die Berghütten im Saastal sind Ihre Ausgangspunkte für viele Ski- und Bergtouren . Erleben Sie eine Nacht inmitten der faszinierenden Bergwelt .,to take it easy,es ruhig angehen lassen,"translate to german: If you prefer to take it easy , we have just the right thing for you : a selection of easy but rewarding hikes which don &apos;t always require going up too high .","<pad> Wenn Sie es einfach machen möchten, haben wir für Sie das Richtige: eine Auswahl einfacher, aber lohnender Wanderungen, die nicht immer zu hoch steigen erfordern.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wenn Sie es leicht machen wollen, haben wir für Sie das Richtige : Eine Auswahl leichter aber belohnender Wanderungen, die nicht immer zu hoch sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2039,"Here is the picture in edit mode , there will be no way out of here to edit a picture in the right to delete action .","Hier ist das Bild im Bearbeitungsmodus befindet , wird es keinen Ausweg aus der Sie hier , um ein Bild in das Recht , zu löschen zu bearbeiten .",to be in the picture,im bilde sein,"translate to german: Here is the picture in edit mode , there will be no way out of here to edit a picture in the right to delete action .","<pad> Hier ist das Bild im Bearbeitungsmodus, es wird keine Möglichkeit geben, ein Bild rechts zu löschen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Hier ist das Bild im Bearbeitungsmodus befindet, wird es keinen Ausweg aus der Sie hier, um ein Bild in das Recht, zu löschen zu bearbeiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2040,"Firstly : if we are to be able to reduce greenhouse gas emissions , we need to adopt a strategy which includes concrete measures in different areas .","Erstens . Zur Senkung der Emission von Treibhausgasen müssen wir eine Strategie beschließen , die konkrete Maßnahmen auf verschiedenen Gebieten umfaßt .",to be a gas,zum brüllen sein,"translate to german: Firstly : if we are to be able to reduce greenhouse gas emissions , we need to adopt a strategy which includes concrete measures in different areas .","<pad> Erstens: Wenn wir in der Lage sein wollen, die Treibhausgasemissionen zu reduzieren, müssen wir eine Strategie annehmen, die konkrete Maßnahmen in verschiedenen Bereichen enthält.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Erstens müssen wir eine Strategie beschließen, die konkrete Maßnahmen auf verschiedenen Gebieten umfaßt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2041,"We know , for example , that certain smoked food can be difficult to store in the right way .","Wir wissen beispielsweise , dass bei bestimmten geräucherten Lebensmitteln die richtige Lagerung kompliziert ist .",to be in the know,im bild / bilde sein,"translate to german: We know , for example , that certain smoked food can be difficult to store in the right way .","<pad> Wir wissen z.B., dass bestimmte geräucherte Lebensmittel schwer zu speichern sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wir wissen zum Beispiel, dass bei bestimmten geräucherten Lebensmitteln die richtige Lagerung kompliziert ist.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2042,"Self-Service Ad Booking &amp; Payment , Next Generation Targeting and Business Intelligence &amp; Real Time Reporting in a nutshell .",ADTELLIGENCE bietet Targeting Lösungen zur exakten Platzierung von Werbung bei Nutzern von Web 2.0 Seiten wie Social Networks . Wir steigern die Wettbewerbsfähigkeit von Social Media Angeboten .,in a nutshell,in knappen worten,"translate to german: Self-Service Ad Booking &amp; Payment , Next Generation Targeting and Business Intelligence &amp; Real Time Reporting in a nutshell .","<pad> Self-Service Ad Booking &amp; Payment, Next Generation Targeting und Business Intelligence &amp; Real Time Reporting.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Self-Service Ad Booking &amp; Payment, Next Generation Targeting und Business Intelligence &amp; Real Time Reporting.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2043,"Mr President , I would also like to pass on my best regards to Mr Karlsson , thank him for his presentation and all the work he has done over the past few years .","Herr Präsident , ich entbiete Herrn Karlsson meine besten Wünsche und danke ihm für seinen Vortrag und die von ihm in den vergangenen Jahren geleistete Arbeit .",to pass on,das zeitliche segnen,"translate to german: Mr President , I would also like to pass on my best regards to Mr Karlsson , thank him for his presentation and all the work he has done over the past few years .","<pad> Herr Präsident, auch ich möchte Herrn Karlsson meinen besten Dank aussprechen und ihm für seine Präsentation und die Arbeit danken, die er in den letzten Jahren geleistet hat.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Herr Präsident, auch ich möchte Herrn Karlsson meine besten Grüße aussprechen, ich danke ihm für seine Präsentation und für all die Arbeit, die er in den letzten Jahren geleistet hat.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2044,You know that the presidency will be making a visit to that region shortly in the hope of giving out that message and of receiving backing for this .,"Der Vorsitz wird bekanntlich in Kürze die Region besuchen , in der Hoffnung , diese Botschaft zu übermitteln und dafür Unterstützung erhalten zu können .",to be in the know,im bild / bilde sein,translate to german: You know that the presidency will be making a visit to that region shortly in the hope of giving out that message and of receiving backing for this .,"<pad> Sie wissen, dass die Präsidentschaft in Kürze einen Besuch in dieser Region machen wird, in der Hoffnung, diese Botschaft zu vermitteln und Unterstützung dafür zu erhalten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Sie wissen, daß die Präsidentschaft in Kürze die Region besuchen wird, in der Hoffnung, diese Botschaft zu übermitteln und dafür Unterstützung erhalten zu können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2045,"So , there are many good resolutions , and yet the issue remains and will without a shadow of a doubt be raised in the US : does Europe really wish to save South America ?","Viele gute Entschließungen also und dennoch bleibt eine Frage , die sicherlich auch jenseits des Atlantik gestellt wird : Will Europa Südamerika wirklich retten ?",without a shadow of a doubt,vollkommen außer zweifel,"translate to german: So , there are many good resolutions , and yet the issue remains and will without a shadow of a doubt be raised in the US : does Europe really wish to save South America ?","<pad> Also, es gibt viele gute Entschließungen, und dennoch bleibt und wird die Frage zweifellos in den USA angesprochen werden: Will Europa wirklich Südamerika retten?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Also gibt es viele gute Entschließungen, und dennoch bleibt eine Frage, die sicherlich auch jenseits des Atlantik gestellt wird : Will Europa Südamerika wirklich retten?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2046,"It is therefore essential that the European Commission - and I know , Vice-President , that you are aware of this - presents us with genuine solutions , as soon as possible , so that we can protect passengers if the airline they were due to fly with goes bankrupt , regardless of the means by which they booked their ticket .","Es ist daher ausschlaggebend , dass die Europäische Kommission - und ich weiß , dass Sie , Herr Vizepräsident , sich dessen bewusst sind - uns so rasch wie möglich einfache Lösungen vorlegt , damit wir die Passagiere schützen können , falls die Fluglinie , mit der sie fliegen wollten , in Konkurs geht , und zwar unabhängig davon , auf welchem Weg sie ihr Ticket gebucht haben .",to fly by,( wie ) im flug vergehen,"translate to german: It is therefore essential that the European Commission - and I know , Vice-President , that you are aware of this - presents us with genuine solutions , as soon as possible , so that we can protect passengers if the airline they were due to fly with goes bankrupt , regardless of the means by which they booked their ticket .","<pad> Deshalb ist es unabdingbar, dass die Europäische Kommission - und ich weiß, Herr Vizepräsident, dass Sie sich dessen bewusst sind - uns so schnell wie möglich echte Lösungen vorlegt, damit wir die Passagiere schützen können, wenn die Fluggesellschaft, mit der sie fliegen sollten, in Konkurs geht, unabhängig davon, wie sie ihr Ticket gebucht haben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Deshalb ist es von entscheidender Bedeutung, dass die Europäische Kommission - und ich weiß, dass Sie, Herr Vizepräsident, sich dessen bewusst sind - uns so schnell wie möglich wirkliche Lösungen vorlegt, damit wir die Passagiere schützen können, falls die Fluglinie, mit der sie fliegen wollten, in Konkurs geht, und zwar unabhängig davon, auf welchem Weg sie ihr Ticket gebucht haben.</s>"
