,en,de,en_idiom,de_idiom,en_task,de_translation_t5
1319,"Quite , I am well aware that their absence is highly irregular and I shall be most happy to pass this on .","Absolut ; ich weiß sehr wohl , daß die Abwesenheit der Vertreter des Rates nicht normal ist , und ich werde das gerne übermitteln .",to pass on,das zeitliche segnen,"translate to german: Quite , I am well aware that their absence is highly irregular and I shall be most happy to pass this on .","<pad> Ich bin mir sehr wohl bewusst, dass ihre Abwesenheit äußerst unregelmäßig ist"
1320,"It is difficult to understand that , in this day and age , a sentence of death by stoning could be passed down .","Es ist doch unbegreiflich , dass in unserer Zeit eine Verurteilung zum Tode durch Steinigung ausgesprochen werden kann .",in this day and age,in der heutigen zeit,"translate to german: It is difficult to understand that , in this day and age , a sentence of death by stoning could be passed down .","<pad> Es ist schwer zu verstehen, dass heute eine Todesstrafe durch Steinigung verhängt"
1321,EAA SportPilot.org. EAA is dedicated to helping people learn to fly by providing information to sport pilots and light-sport aircraft owners .,Der Luftsportclub Schliersee betreibt Segelflugsport in Geitau / Bayrischzell am Nordrand der Alpen .,to fly by,( wie ) im flug vergehen,translate to german: EAA SportPilot.org. EAA is dedicated to helping people learn to fly by providing information to sport pilots and light-sport aircraft owners .,"<pad> EAA SportPilot.org hat sich zum Ziel gesetzt, Menschen dabei zu"
1322,"I thank the honourable Member for his comments , which I shall pass on to the Council .","Ich danke dem verehrten Abgeordneten für seine Ausführungen , die ich ebenfalls an den Rat weiterleiten werde .",to pass on,das zeitliche segnen,"translate to german: I thank the honourable Member for his comments , which I shall pass on to the Council .","<pad> Ich danke dem Herrn Abgeordneten für seine Bemerkungen, die ich"
1323,In fact the province is Holland in a nutshell . All those elements that are so typical of the Netherlands you will find here .,Bezaubernd sind im Frühjahr die lang gestreckten Blumenfelder .,in a nutshell,in knappen worten,translate to german: In fact the province is Holland in a nutshell . All those elements that are so typical of the Netherlands you will find here .,<pad> Die Provinz ist in der Tat Holland.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1324,"When the sea is rough , the water surges to the surface through the holes as if it was boiling water .","Wenn das Meer besonders stürmisch ist , schießt es durch die kleinen Hohlräume und Ritzen bis an die Oberfläche und hat den Anschein von Geysiren . .",to rough it,ohne ( jeden ) komfort reisen,"translate to german: When the sea is rough , the water surges to the surface through the holes as if it was boiling water .","<pad> Wenn das Meer rau ist, stürzt das Wasser durch die Löcher"
1325,"However , I shall pass on the criticisms that have been made here both to the Bureau and to the Conference of Presidents . We can then decide whether to forward the matter to the Committee on the Rules of Procedure , the Verification of Credentials and Immunities , or whether , as Mrs Fontaine has suggested , we can find a simple solution in advance , so that we have acceptable arrangements in future .","Ich gebe aber die Kritik , die hier geäußert wurde , sowohl ans Präsidium als auch an die Konferenz der Präsidenten weiter , und dann werden wir sehen , ob wir das an den Ausschuß für Geschäftsordnung , Wahlprüfung und Fragen der Immunität weiterleiten oder ob wir im Vorfeld , wie Frau Fontaine vorgeschlagen hat , eine einfache Regelung finden , die so etwas künftig ordentlich regelt .",to pass on,das zeitliche segnen,"translate to german: However , I shall pass on the criticisms that have been made here both to the Bureau and to the Conference of Presidents . We can then decide whether to forward the matter to the Committee on the Rules of Procedure , the Verification of Credentials and Immunities , or whether , as Mrs Fontaine has suggested , we can find a simple solution in advance , so that we have acceptable arrangements in future .",<pad> Ich werde jedoch die hier geäußerten Kritiken an das Präsidium
1326,History shows us the bravery and daring of hundred of men that crossed the rough southern seas to get to the continent or to the islands near it .,"Als letzter entdeckt , stellt er noch heute unbezwingbare Wildnis dar . Eine Eiswüste , die 80 Prozent des Trinkwassers der Erde speichert .",to rough it,ohne ( jeden ) komfort reisen,translate to german: History shows us the bravery and daring of hundred of men that crossed the rough southern seas to get to the continent or to the islands near it .,"<pad> Die Geschichte zeigt uns den Mut und den Mut hunderter Menschen, die die rauen"
1327,That point has come to the fore in the part of the debate about safe third countries .,Dies kam auch bei der Aussprache über sichere Drittstaaten zum Ausdruck .,to come to the fore,ins blickfeld geraten,translate to german: That point has come to the fore in the part of the debate about safe third countries .,<pad> Dieser Punkt steht im Mittelpunkt der Debatte über sichere Drittländer.</s> <pad> <pad>
1328,"Madam President , Mrs Hennis-Plasschaert , ladies and gentlemen , my services will pass on to you the detailed position of the Commission on each proposed amendment .","Frau Präsidentin , Frau Berichterstatterin , meine Damen und Herren Abgeordneten , meine Dienststellen werden Ihnen den detaillierten Standpunkt der Kommission zu jedem der Änderungsanträge übermitteln .",to pass on,das zeitliche segnen,"translate to german: Madam President , Mrs Hennis-Plasschaert , ladies and gentlemen , my services will pass on to you the detailed position of the Commission on each proposed amendment .","<pad> Frau Präsidentin, Frau Hennis-Plasschaert,"
1329,That is why I should like to pass on a few suggestions which are extremely important to us in the framework of the declaration on the future of the European Union .,"Deshalb möchte ich einige Empfehlungen unterbreiten , denen wir im Rahmen der Erklärung über die Zukunft der Europäischen Union eminente Bedeutung beimessen .",to pass on,das zeitliche segnen,translate to german: That is why I should like to pass on a few suggestions which are extremely important to us in the framework of the declaration on the future of the European Union .,"<pad> Deshalb möchte ich einige Vorschläge übermitteln, die für uns im Rahmen der Erklärung"
1330,I just wanted you to say Assalamu Alaikum !,Ich wollte Dir nur Assalamu Alaikum sagen !,i say !,hören sie mal !,translate to german: I just wanted you to say Assalamu Alaikum !,<pad> Ich wollte nur sagen Assalamu Alaikum!</s> <pad> <pad>
1331,I am most grateful to my colleague Mr Peter and to the Commissioner for having set the ball rolling .,"Ich darf mich bei dem Kollegen Peter und dem Kommissar ausdrücklich dafür bedanken , daß sie das jetzt auf den Weg gebracht haben .",to set the ball rolling,den ball ins rollen bringen,translate to german: I am most grateful to my colleague Mr Peter and to the Commissioner for having set the ball rolling .,"<pad> Ich bin meinem Kollegen Peter und dem Kommissar sehr dankbar dafür, dass er"
1332,It would be interesting to know what the expenditure of financial services institutions will be on analytics in the EU after the introduction of Basel II .,"Es wäre interessant zu erfahren , wie viel die Finanzdienstleister in der EU nach der Einführung von Basel II für Analysten ausgeben werden .",to be in the know,im bild / bilde sein,translate to german: It would be interesting to know what the expenditure of financial services institutions will be on analytics in the EU after the introduction of Basel II .,"<pad> Es wäre interessant zu wissen, welche Ausgaben der Finanzdienstleistungsinstitutionen nach der Einführung"
1333,I believe that we still can and should go the extra mile to ensure the completion of a round that is truly about development .,"Ich glaube , dass wir mit einigen weiteren Anstrengungen den Abschluss einer Runde , in der es wirklich um Entwicklung geht , erreichen können und auch sollten .",to go the extra mile,sich besonders anstrengen,translate to german: I believe that we still can and should go the extra mile to ensure the completion of a round that is truly about development .,"<pad> Ich glaube, dass wir noch alles tun können und sollten, um den Abschluss einer Runde zu"
1334,"Mr President , I am here today to talk about the big issue of small technologies .","Herr Präsident ! Ich bin heute hier , um über das große Thema der kleinen Technologien zu sprechen .",to talk big,große töne spucken,"translate to german: Mr President , I am here today to talk about the big issue of small technologies .","<pad> Herr Präsident, ich bin heute hier, um über die große Frage der kleinen"
1335,Any attempt in such places to go behave the European way and negotiate - without the military power needed to back up diplomacy - would be pathetic .,Jeder Versuch diesen Teilen der Welt den europäischen Weg der Verhandlungen zu empfehlen- ohne die zur Unterstützung der Diplomatie nötige militärische Macht - wäre jämmerlich .,to go places,es zu etwas bringen,translate to german: Any attempt in such places to go behave the European way and negotiate - without the military power needed to back up diplomacy - would be pathetic .,"<pad> Jeder Versuch an solchen Orten, sich auf europäischer Ebene zu verhalten und zu"
1336,That is how easy it is to take the first steps .,"So einfach ist das , die ersten Schritte zu machen !",to take it easy,es ruhig angehen lassen,translate to german: That is how easy it is to take the first steps .,"<pad> So einfach ist es, die ersten Schritte zu unternehmen.</s> <pad> <pad>"
1337,"However , it is quite clear to Parliament that the implementation of the measures is a long way behind schedule .","Allerdings muss das Parlament mit aller Deutlichkeit feststellen , dass die Durchführung der Maßnahmen in erheblichem Zeitverzug ist .",to clear the way,den weg frei machen,"translate to german: However , it is quite clear to Parliament that the implementation of the measures is a long way behind schedule .","<pad> Allerdings ist es für das Parlament ganz klar, dass die Umsetzung der Maßnahmen weit hinter"
1338,I live on an important rail route - the route via the Brenner Pass to Verona .,"Ich lebe an einer wichtigen Eisenbahnstrecke , der Strecke über den Brenner nach Verona .",to pass on,das zeitliche segnen,translate to german: I live on an important rail route - the route via the Brenner Pass to Verona .,<pad> Ich wohne auf einer wichtigen Eisenbahnstrecke - der Route über den Brenner
1339,"And Mr Graça Moura deserves the congratulations of the Socialist Group , which I pass on to him with pleasure .","Und Herr Graça Moura verdient den Glückwunsch der sozialistischen Fraktion , den ich ihm ganz herzlich ausspreche .",to pass on,das zeitliche segnen,"translate to german: And Mr Graça Moura deserves the congratulations of the Socialist Group , which I pass on to him with pleasure .","<pad> Und Herr Graça Moura verdient die Glückwünsche der Sozialdemokratischen Fraktion,"
1340,"The environment is modern and elegant , the style is unique and the care we take in details make Holiday Inn really special ! Let yourself be guided in this brief tour and have ...","Das Astoria Suite Hotel befindet sich im Herzen von Marina Centro , nur 100 Meter vom Strand und zwei Schritte von den schönen Schauf ...",take care !,machen sie es gut !,"translate to german: The environment is modern and elegant , the style is unique and the care we take in details make Holiday Inn really special ! Let yourself be guided in this brief tour and have ...","<pad> Die Umgebung ist modern und elegant, der Stil ist einzigartig und die Sorgfalt,"
1341,"In realistic terms , it would blow the budget . We know this to be a fact .",Realistischerweise würde das Budget gesprengt werden .,to be in the know,im bild / bilde sein,"translate to german: In realistic terms , it would blow the budget . We know this to be a fact .",<pad> Realistischerweise würde es den Haushalt blühen.</s> <pad> <pad>
1342,This is the message I should like to pass on .,"Das ist die Botschaft , die ich an Sie richten möchte .",to pass on,das zeitliche segnen,translate to german: This is the message I should like to pass on .,"<pad> Das ist die Botschaft, die ich weiterleiten möchte.</s> <pad> <pad> <pad> <pad> <pad> <pad>"
1343,"newspaper ) . Letter writing , able to understand and pass on information .","Einfache Alltagstexte ( z.B. Zeitung ) verstehen , Briefe schreiben , Durchsagen und Mitteilungen verstehen .",to pass on,das zeitliche segnen,"translate to german: newspaper ) . Letter writing , able to understand and pass on information .",<pad> Deutsch.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1344,"Los Cancajos is one of the best places to go diving on the island . The reef is very big , and so , caters to all different experience levels .",Auch die Möglichkeit eines Nachttauchgangs sollten Sie sich nicht entgehen lassen .,to go places,es zu etwas bringen,"translate to german: Los Cancajos is one of the best places to go diving on the island . The reef is very big , and so , caters to all different experience levels .",<pad> Los Cancajos ist eine der besten Tauchplätze auf der Insel.</s> <pad>
1345,"They must , therefore , be fully trained to maximize the effectiveness of the fire fighting equipment provided on board whilst taking in to consideration the effect of their actions on the ship &apos;s stability or breathing environment .","Deshalb muss sie gut ausgebildet sein , um die Effektivität der Brandschutz Ausrüstung an Bord zu maximieren und gleichzeitig die Folgen ihrer Handlungen zu bedenken .",to be on fire,feuer und flamme sein,"translate to german: They must , therefore , be fully trained to maximize the effectiveness of the fire fighting equipment provided on board whilst taking in to consideration the effect of their actions on the ship &apos;s stability or breathing environment .","<pad> Sie müssen daher voll ausgebildet sein, um die Effizienz der an Bord"
1346,"418 00 : 24 : 52,259 -- &gt; 00 : 24 : 55,860 Each tier is sub-divided into reading and practicals and 419 00 : 24 : 55,885 -- &gt; 00 : 24 : 58,542 I have to pass every one before moving on .","400 00 : 24 : 52,259 -- &gt; 00 : 24 : 55,860 Jeder Abschnitt ist in Leseaufgaben und praktische Uebungen unterteilt . 401 00 : 24 : 56,085 -- &gt; 00 : 24 : 58,542 Und ich muss jede bestehen , bevor ich weitergehe .",to pass on,das zeitliche segnen,"translate to german: 418 00 : 24 : 52,259 -- &gt; 00 : 24 : 55,860 Each tier is sub-divided into reading and practicals and 419 00 : 24 : 55,885 -- &gt; 00 : 24 : 58,542 I have to pass every one before moving on .","<pad> 418 00 : 24 : 52,259 -- &gt;"
1347,"Tiger Airways &#91; 1 &#93; is by far the cheapest way to get to Alice Springs . They fly from Melbourne and Adelaide at least three times a week at the moment , and often have fares as low as $ 80 , although sometimes as cheap as $ 35 , so if you &apos;re looking for a cheap flight there , check the Tiger site every day until you find one !",Alice Springs ist von der nächsten vergleichbar großen oder größeren Stadt mindestens 1.500 km entfernt .,to fly by,( wie ) im flug vergehen,"translate to german: Tiger Airways &#91; 1 &#93; is by far the cheapest way to get to Alice Springs . They fly from Melbourne and Adelaide at least three times a week at the moment , and often have fares as low as $ 80 , although sometimes as cheap as $ 35 , so if you &apos;re looking for a cheap flight there , check the Tiger site every day until you find one !",<pad> Tiger Airways ist mit Abstand der billigste Weg nach Alice Springs.</s> <pad>
1348,"Furthermore , I would like to know whether you are personally going to be in Vienna for the meeting of the Joint Parliamentary Assembly that we are going to hold next week , because that is where we are going to be able to talk to our African , Caribbean and Pacific colleagues about the issue of the EPAs , for example , and I would also suggest and request that observers from the ACP-EU Joint Assembly and the Euro-Mediterranean Assembly be invited to the Rabat Conference , because I believe that the presence of these parliamentarians will have ...","Weiterhin möchte ich wissen , ob Sie persönlich in Wien bei der Paritätischen Parlamentarischen Versammlung anwesend sein werden , die nächste Woche stattfindet , denn dort werden wir mit unseren Kollegen aus Afrika , der Karibik und dem Pazifischen Raum beispielsweise über das Thema der EPAs sprechen können , und ich möchte ebenfalls darum bitten und empfehlen , Beobachter der Paritätischen Versammlung AKP-EU und der Versammlung Europa-Mittelmeer zur Konferenz von Rabat einzuladen , weil ich glaube , die Anwesenheit dieser Parlamentarier hat …",to be in the know,im bild / bilde sein,"translate to german: Furthermore , I would like to know whether you are personally going to be in Vienna for the meeting of the Joint Parliamentary Assembly that we are going to hold next week , because that is where we are going to be able to talk to our African , Caribbean and Pacific colleagues about the issue of the EPAs , for example , and I would also suggest and request that observers from the ACP-EU Joint Assembly and the Euro-Mediterranean Assembly be invited to the Rabat Conference , because I believe that the presence of these parliamentarians will have ...","<pad> Darüber hinaus möchte ich wissen, ob Sie persönlich bei der Sitzung der Par"
1349,"Last year it only took four hours to sell out , so we are pretty sure that getting your ticket right then isn ’ t bad advice .","Im letzten Jahr waren die Karten bereits nach vier Stunden vergriffen , so dass Eile vermutlich keine falsche Empfehlung ist .",to sell out,sich selbst untreu werden,"translate to german: Last year it only took four hours to sell out , so we are pretty sure that getting your ticket right then isn ’ t bad advice .","<pad> Im letzten Jahr dauerte es nur vier Stunden, um zu verkaufen,"
1350,&quot; All of the best ! I hope we will soon hear something worth while from you .,So versuchen wir ein Auge voll Schlaf zu nehmen .,i hear you .,ich habe dich ( schon ) verstanden .,translate to german: &quot; All of the best ! I hope we will soon hear something worth while from you .,<pad> Alles Gute!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1351,My career in a nutshell ...,Meine Karriere in ein paar Informationen ...,in a nutshell,in knappen worten,translate to german: My career in a nutshell ...,<pad> Meine Karriere kurz gesagt...</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1352,"Mr Corbett , I will pass on your comments to the President , and the Bureau will look into all our working procedures in May .","Herr Abgeordneter , ich werde Ihre Bemerkungen der Parlamentspräsidentin übermitteln , und das Präsidium wird den sich auf die Gesamtheit unserer Arbeiten beziehenden Punkt im Monat Mai prüfen .",to pass on,das zeitliche segnen,"translate to german: Mr Corbett , I will pass on your comments to the President , and the Bureau will look into all our working procedures in May .","<pad> Herr Corbett, ich werde Ihre Bemerkungen an den Präsidenten weiterleiten"
1353,"We should like tomorrow ’ s vote to clear the way for the conclusion , submission and approval by the Commission of the operational programmes in the regions , so as to ensure an early start to the projects in the less-favoured regions of the EU next year .","Wir möchten mit der Abstimmung morgen den Weg dafür frei machen , dass die operationellen Programme in den Regionen abgeschlossen , eingereicht und von der Kommission genehmigt werden können und somit ein frühzeitiger Beginn der Projekte in den benachteiligten Regionen der Europäischen Union im nächsten Jahr gewährleistet ist .",to clear the way,den weg frei machen,"translate to german: We should like tomorrow ’ s vote to clear the way for the conclusion , submission and approval by the Commission of the operational programmes in the regions , so as to ensure an early start to the projects in the less-favoured regions of the EU next year .","<pad> Wir möchten, dass die morgige Abstimmung den Weg für den Abschluss, die Vorlage"
1354,"It was quite clear to me at the very beginning that if I had my way I would have a list that was endless , because human rights are so important : they are paramount and are the very reason that the institutions were established so that we never got back to those conditions that created the Second World War and the appalling shadow that was cast across so many different peoples and so many different minorities .","Mir war von Anfang an klar , dass ich , wenn es nach mir gegangen wäre , eine endlos lange Liste hätte , denn die Menschenrechte sind einfach zu wichtig : Sie sind von übergeordneter Bedeutung und der eigentliche Grund , weshalb die Institutionen gebildet wurden , nämlich damit nie wieder jene Bedingungen entstehen , die den Zweiten Weltkrieg ausgelöst und einen Schatten über so viele Völker und so viele verschiedene Minderheiten geworfen haben .",to clear the way,den weg frei machen,"translate to german: It was quite clear to me at the very beginning that if I had my way I would have a list that was endless , because human rights are so important : they are paramount and are the very reason that the institutions were established so that we never got back to those conditions that created the Second World War and the appalling shadow that was cast across so many different peoples and so many different minorities .","<pad> Es war mir zu Beginn ziemlich klar, dass ich eine Liste hätte, die endlos"
1355,"Those countries are seeking ways to square the circle of competitive trade and maintain a good , sustainable standard of life and product usage .","Sie streben die Quadratur des Kreises an , indem sie versuchen , wettbewerbsfähigen Handel und die Aufrechterhaltung eines guten und umweltgerechten Lebensniveaus bei nachhaltiger Verwendung der Produkte in Einklang zu bringen .",a square circle,ein rundes quadrat { n },"translate to german: Those countries are seeking ways to square the circle of competitive trade and maintain a good , sustainable standard of life and product usage .","<pad> Diese Länder suchen Wege, den Kreis des Wettbewerbshandels zu quadratisieren und einen"
1356,"Go 4-wheeling on the trails that stretch just outside the city . Many trails are a less than a few miles away , while some may take a short while to find and can be tricky .","An verlängerten Wochenenden findet man dennoch fast kein Zimmer , was problematisch ist , da es im Umkreis von 50 Meilen keine weiteren Übernachtungsmöglichkeiten gibt .",to be miles away,mit den / seinen gedanken ganz woanders sein,"translate to german: Go 4-wheeling on the trails that stretch just outside the city . Many trails are a less than a few miles away , while some may take a short while to find and can be tricky .",<pad> Die deutsche Sprache ist Deutsch.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1357,"To obtain this amount of gas , many boreholes have to be made in a very short space of time .","Um diese Menge an Gas zu erhalten , müssen viele Bohrlöcher innerhalb sehr kurzer Zeit gebohrt werden .",to be a gas,zum brüllen sein,"translate to german: To obtain this amount of gas , many boreholes have to be made in a very short space of time .","<pad> Um diese Menge an Gas zu erhalten, müssen viele Bohrungen in sehr kurzer Zeit"
1358,I hope you pass that on to your officials because we cannot be expected to accept this on behalf of those who are our producers in Europe .,"Ich hoffe , Sie werden das Ihren Dienststellen übermitteln , denn man kann nicht von uns erwarten , dass wir das im Namen der Landwirte in Europa hinnehmen .",to pass on,das zeitliche segnen,translate to german: I hope you pass that on to your officials because we cannot be expected to accept this on behalf of those who are our producers in Europe .,"<pad> Ich hoffe, dass Sie dies an Ihre Beamten weiterleiten, denn man kann"
1359,"This year eBay ’ s holiday message is refreshingly short and sweet : “ Gift Thoughtfully . ” No other gift source delivers a greater diversity of interesting , meaningful , and affordable gift ideas – a unique combination of selection , value and the greater good .","Eine dieser Leidenschaften ist der Ford Mustang mit all seiner Vielfalt an individuellen Ausstattungsvarianten , Extras , Design-Elementen und Renneinsätzen , die das Auto über die vielen Jahre hinweg vorzuweisen hat . Raburns Wunsch , aus seinen Mustangs und seinem technischen Sachverstand mehr zu machen , hat ihn dazu veranlasst , eine dem Ford Mustang gewidmete Online-Community aufzubauen , die sich mittlerweile zu einer der beliebtesten und angesehensten ihrer Art gemausert hat .",short and sweet,kurz und bündig,"translate to german: This year eBay ’ s holiday message is refreshingly short and sweet : “ Gift Thoughtfully . ” No other gift source delivers a greater diversity of interesting , meaningful , and affordable gift ideas – a unique combination of selection , value and the greater good .",<pad> Dieses Jahr ist eBays Weihnachtsnachricht erfrischend kurz und süß
1360,"Nice as it &apos;s been , I am tiring of you and you ! Would like to say it was fun ...","Ist es als Deutscher in Qatar einfach einen Job zu finden , wenn man nur Englisch reden kann ...",i say !,hören sie mal !,"translate to german: Nice as it &apos;s been , I am tiring of you and you ! Would like to say it was fun ...",<pad>...</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1361,"When the walk is finished , there is a big bonfire in the square and the masks run in a circle around , and when the fire that lights the square turn off , the square returns heralding the Lentence Silence .","Wenn das heidnische Feuer erloschen ist , kehrt wieder Ruhe in dem Ort ein und die Fastenzeit beginnt .",a square circle,ein rundes quadrat { n },"translate to german: When the walk is finished , there is a big bonfire in the square and the masks run in a circle around , and when the fire that lights the square turn off , the square returns heralding the Lentence Silence .","<pad> Wenn der Spaziergang abgeschlossen ist, gibt es einen großen Feuer auf dem Platz"
1362,"For those of you who like cute dogs , the Picture Gallery is the perfect place to go .",Schöne Hundebilder kannst du in unserer Fotogalerie betrachten .,to go to the dogs,auf den hund kommen,"translate to german: For those of you who like cute dogs , the Picture Gallery is the perfect place to go .","<pad> Für diejenigen von Ihnen, die schöne Hunde mögen, ist die Picture Gallery der"
1363,We believe we need to continue to pull together towards our common aim of ensuring that we are better prepared to protect our citizens against future health threats .,"Wir glauben , dass wir bei unserem gemeinsamen Ziel , sicherzustellen , dass wir besser vorbereitet sind , um unsere Bürgerinnen und Bürger vor zukünftigen Bedrohungen für die Gesundheit zu schützen , weiterhin an einem Strang ziehen müssen .",to pull together,am gleichen strang ziehen,translate to german: We believe we need to continue to pull together towards our common aim of ensuring that we are better prepared to protect our citizens against future health threats .,"<pad> Wir glauben, dass wir weiterhin zusammenarbeiten müssen, um unser gemeinsames Ziel zu"
1364,"Mr President , I should like to say : Eureka !","Heureka , wir haben einen Menschenrechtsrat !",i say !,hören sie mal !,"translate to german: Mr President , I should like to say : Eureka !","<pad> Herr Präsident, ich möchte sagen : Eureka!</s> <pad> <pad>"
1365,St.Clair knows what it takes to be successful in a foreign language - this is your chance to benefit from our expertise .,"Unterstützt durch die bewährte St.Clair Lehrmethode , verfolgen wir das Ziel , die Sprachkenntnisse unserer Klienten auf- und auszubauen . Die langjährige Erfahrung unserer muttersprachigen Trainer und Sprachberater gewährleistet ergebnisorientierte Lösungen - für berufliche oder private Zwecke .",this is your chance .,sie sind gefragt .,translate to german: St.Clair knows what it takes to be successful in a foreign language - this is your chance to benefit from our expertise .,"<pad> St.Clair weiß, was es braucht, um in einer Fremd"
1366,It is not only that : the office has had the cheek to pass on information requests to the Commission to Members &apos; offices .,"Damit nicht genug . Das Büro hatte auch noch die Stirn , Informationsanfragen , die an die Kommission gerichtet waren , an die Büros der Abgeordneten weiterzuleiten .",to pass on,das zeitliche segnen,translate to german: It is not only that : the office has had the cheek to pass on information requests to the Commission to Members &apos; offices .,"<pad> Es ist nicht nur dies : das Büro hat die Wange gehabt,"
1367,"Depending on the rivers take we also a second boat to pass safely strong rapids . Overnight in hammocks on beaches ( just during the dry season ) , in the jungle or in Indian villages and shabonos .",Transport per Einbaum Boot oder Aluminium Boot mit Aussenborder von 40 PS und Ersatzmotor von 25 PS .,to pass on,das zeitliche segnen,"translate to german: Depending on the rivers take we also a second boat to pass safely strong rapids . Overnight in hammocks on beaches ( just during the dry season ) , in the jungle or in Indian villages and shabonos .","<pad> Während der Trockenzeit, im Dschungel oder in indischen Dör"
1368,"I shall pass on their kind words to Carmen Díez de Rivera myself . She is certainly much loved here and , as Alonso Puerta said , let us hope she makes a speedy recovery .","Selbstverständlich werde ich Carmen Díez de Rivera persönlich über diese Debatte berichten , die meines Erachtens zeigt , daß wir alle ihr große Zuneigung entgegenbringen und , wie Alonso Puerta sagte , auf ihre baldige Genesung hoffen .",to pass on,das zeitliche segnen,"translate to german: I shall pass on their kind words to Carmen Díez de Rivera myself . She is certainly much loved here and , as Alonso Puerta said , let us hope she makes a speedy recovery .","<pad> Ich werde ihre freundlichen Worte an Carmen D<unk> ez de Rivera weiterleiten,"
1369,"Don &apos;t worry , we will take care of you !","Sei entspannt , wir kümmern uns um dich !",take care !,machen sie es gut !,"translate to german: Don &apos;t worry , we will take care of you !",<pad> Wir kümmern uns um Sie!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
1370,"In a nutshell , that means that we either have to rationalise , which is in the economic interest of individual companies , but not in our macroeconomic interest , as it of course involves job losses , or else we can increase turnover .","Einfach ausgedrückt bedeutet das : Entweder wir rationalisieren , das liegt zwar in betriebswirtschaftlichem Interesse , aber nicht in volkswirtschaftlichem Interesse , weil wir damit natürlich Arbeitskräfte freisetzen .",in a nutshell,in knappen worten,"translate to german: In a nutshell , that means that we either have to rationalise , which is in the economic interest of individual companies , but not in our macroeconomic interest , as it of course involves job losses , or else we can increase turnover .","<pad> Zusammenfassend heißt das, dass wir entweder rationalisieren müssen, was im"
1371,We shall pass it on to the responsible members of staff straight away .,Wir werden diese umgehend an die zuständigen Mitarbeiter weiterleiten .,to pass on,das zeitliche segnen,translate to german: We shall pass it on to the responsible members of staff straight away .,<pad> Wir werden es sofort an die zuständigen Mitarbeiter weitergeben.</s> <pad> <pad> <pad> <pad>
1372,It is also perhaps questionable whether a ten-year programme is really what we need in this day and age .,"Die Frage lautet vielleicht auch , ob ein Zehnjahresprogramm heutzutage wirklich das ist , was wir brauchen .",in this day and age,in der heutigen zeit,translate to german: It is also perhaps questionable whether a ten-year programme is really what we need in this day and age .,"<pad> Es ist vielleicht auch fraglich, ob ein zehnjähriges Programm wirklich das"
1373,"The only plausible explanation is the need to clear the way for his re-election as president , whatever the cost .","Die einzig plausible Erklärung ist die Notwendigkeit , den Weg für seine Wiederwahl als Präsident um jeden Preis freizumachen .",to clear the way,den weg frei machen,"translate to german: The only plausible explanation is the need to clear the way for his re-election as president , whatever the cost .","<pad> Die einzige plausible Erklärung ist die Notwendigkeit, den Weg für seine Wiederwahl als"
1374,"On the other hand , for an older house , it would be preferable to use a heating with natural gas , but still is necessary it here that your housing lays out D ’ an access to the network .","Andererseits für ein älteres Haus wäre es vorzuziehen , eine Heizung am Erdgas zu benutzen , aber noch ist es hier notwendig , dass Ihre Wohnung d ’ verfügt ein Zugang zum Netz .",to be a gas,zum brüllen sein,"translate to german: On the other hand , for an older house , it would be preferable to use a heating with natural gas , but still is necessary it here that your housing lays out D ’ an access to the network .","<pad> Auf der anderen Seite, für ein älteres Haus, wäre es besser"
1375,Furthermore he has described using Twitter and the Internet to pass on anti-government information as terrorist activities .,Darüber hinaus hat er die Nutzung von Twitter und des Internets zur Verbreitung regierungskritischer Informationen als terroristische Aktivitäten bezeichnet .,to pass on,das zeitliche segnen,translate to german: Furthermore he has described using Twitter and the Internet to pass on anti-government information as terrorist activities .,<pad> Darüber hinaus hat er die Verwendung von Twitter und dem Internet als terroristische Aktivitäten beschrieben
1376,We all know that the new Treaty calls for new fields of competence to be reflected in the next MFF .,"Wir alle wissen , dass der neue Vertrag danach verlangt , dass neue Kompetenzbereiche im nächsten MFR widergespiegelt werden .",to be in the know,im bild / bilde sein,translate to german: We all know that the new Treaty calls for new fields of competence to be reflected in the next MFF .,"<pad> Wir alle wissen, dass der neue Vertrag fordert, dass sich neue Kompetenzbereiche im"
1377,Fly to Klein Curaçao by helicopter and sail back on the Mermaid .,"Fliegen Sie mit dem Helikopter nach Klein Curaçao , und fahren Sie mit der Mermaid zurück .",to fly by,( wie ) im flug vergehen,translate to german: Fly to Klein Curaçao by helicopter and sail back on the Mermaid .,<pad> Fliegen Sie mit dem Hubschrauber nach Klein Curaçao und segeln
