,en,trans,de,en_idiom,Wrong
1084,"These slabs are sometimes damaged and very precariously balanced , or even missing altogether ; people rapidly learn to take care before stepping on anything that looks like a slab ! Waste from toilets is or should be collected in septic tanks ( at every house ) , but those gullies can nevertheless smell abominably ."," The word “Thanon” is sometimes translated as “rue”, sometimes as “boulevard” or “avenue” − sometimes with no apparent logic for the choice.","Dabei wird das Wort “ Thanon ” mal mit “ rue ” , mal mit “ boulevard ” oder “ avenue ” übersetzt − manchmal ohne ersichtliche Logik für die Wahl .",take care !,
1085,"Raga nice blog good moderators , I leave my comment just to say thanks for removing the nofollow !","raga nice blog good moderators , i leave my comment just to say thanks for removing the &quot; nofollow &quot; !","Raga schöne Blog gute Moderatoren , überlasse ich meinen Kommentar nur zu sagen Dank , dass Sie entfernt das &quot; nofollow &quot; !",i say !,
1086,"Very friendly staff , willing to go the extra mile .", Very modern hotel close to the old town of Vigo.,Sehr modernes Hotel in der Naehe der Altstadt von Vigo .,to go the extra mile,x
1087,We must not close the door to sensible adjustments in the future ., We need to keep the door open for meaningful fixes in the future.,Wir müssen die Tür für sinnvolle Korrekturen in der Zukunft offen halten .,to close the door,
1088,"Who ordered his death is unknown , but the way was clear for Tiberius to assume the same powers that his stepfather had .","Thus with the establishment of the Principate began a long period of internal peace and prosperity. Augustus' new order was to last 300 years, until the reign of Diocletian.",So setzte mit der Errichtung des Prinzipats eine lange Periode des inneren Friedens und des Wohlstands ein . Augustus ’ neue Ordnung sollte 300 Jahre – bis zur Herrschaft Diokletian s – Bestand haben .,to clear the way,
1089,"9 And it came to pass that they laid hold on them , and bound them and cast them into prison .","9 And it came to pass that they seized them, and bound them, and threw them into prison.",9 Und es begab sich : Sie ergriffen sie und banden sie und warfen sie ins Gefängnis .,to pass on,
1090,There are no elementary rules concerning legal rights in connection with the registration procedure and in connection with the right to pass on this information held by the Member States and the Commission .," Basic rules on legal certainty , the registration process and the disclosure of the information held by the Member States and the Commission are missing .","Es fehlen grundlegende Vorschriften zur Rechtssicherheit , zum Registrierungsverfahren und zur Weitergabe der Informationen , die im Besitz der Mitgliedstaaten und der Kommission sind .",to pass on,
1091,"It is always difficult to pass judgement on other States , but we can scarcely welcome the fact that the countries of ASEAN have admitted Burma into their organization under these circumstances ."," It is always difficult to judge other countries, but the fact that the ASEAN countries have accepted Burma into the community in this situation is of course something that we cannot welcome.","Über andere Staaten zu urteilen , ist immer schwierig , aber daß die ASEAN-Staaten in dieser Situation Burma in die Gemeinschaft aufgenommen haben , ist natürlich etwas , was wir nicht begrüßen können .",to pass on,
1092,"If you ´ ve always dreamed of speaking Spanish but have never had the opportunity to do so , this is your chance to start speaking the fourth most spoken language in the world .","Centro de Estudios de Español (CEE), specialized in teaching the Spanish language and Spanish courses, was founded in October 1979 and always strives to guarantee the best quality, professional teachers and reasonable prices from Spanish courses. The school is located in the center of Barcelona , at 123 Roger de Llúria street , in the so - called golden modernist rectangle , two blocks from Passeig de Gràcia and Gaudi ' s La Pedrera and is easily accessible by metro and bus .","Centro de Estudios de Español ( CEE ) , spezialisiert auf das Lehren der spanischen Sprache und spanischkurse , wurde im Oktober 1979 gegründet und ist immer bemüht , beste Qualität , professionelle Lehrer und angemessene Preise zu garantieren aus spanischkurse . Die Schule befindet sich im Zentrum Barcelonas , in der Straße Roger de Llúria 123 , im sogenannten goldenen modernistischen Rechteck , zwei Querstraßen vom Passeig de Gràcia und Gaudi &apos; s La Pedrera entfernt und ist mit Metro und Autobus einfach zu erreichen .",this is your chance .,x
1093,"Our committee felt that , in the long run , the Council should be able to hold a genuine and open debate , with guidelines , on the profile that should be proposed by the Member State , which would have the opportunity to appoint a member by respecting the diversity of the member countries of the eurozone ."," Our committee took the view that in the future the Council should have a real , open debate with a common orientation on the profile to be proposed by the Member State that has the possibility to appoint a member , taking into account the diversity of the member countries of the euro area .","Unser Ausschuss vertrat die Auffassung , dass im Rat künftig eine wirkliche , offene Aussprache mit gemeinsamer Ausrichtung zu dem Profil stattfinden sollte , das unter Berücksichtigung der Unterschiedlichkeit der Mitgliedsländer des Eurowährungsgebiets von dem Mitgliedstaat vorgeschlagen werden soll , der die Möglichkeit hat , ein Mitglied zu ernennen .",to be on hold,
1094,We must act vigorously if we do not want things to get out of hand here ., There is a need for drastic action if the situation is not to get out of control.,"Es besteht durchgreifender Handlungsbedarf , wenn die Situation nicht außer Kontrolle geraten soll .",to get out of hand,
1095,"Obviously , I shall pass on your comment to our friends , the Quaestors , as well as to the President .",Of course I will pass your comment on to the Quaestors and the President .,Natürlich werde ich Ihren Hinweis an die Quästoren und den Präsidenten weitergeben .,to pass on,
1096,"Moreover , “ innovation ” in financial markets has made it possible for securities owners to be insured , meaning that they have a seat at the table , but no “ skin in the game . ”"," In addition , the "" innovations "" in the financial markets allow security holders to take out insurance , which means that they can sit at the table but their skin is not at stake .","Zudem ermöglichen die „ Innovationen “ an den Finanzmärkten es den Inhabern von Wertpapieren , sich zu versichern , was bedeutet , dass sie zwar mit am Tisch sitzen , aber ihre Haut dabei nicht auf dem Spiel steht .",have a seat .,
1097,"Great location , good view from the room ( we did ask in advance ) ... walking distance to the places we wanted to go .", Hotel was ideal for a city break.,Hotel war optimal für eine Städtereise .,to go places,x
1098,"I do not know how I did not loose my voice crying , when they put the house on fire ; I thought my children were going to be baked in alive .", They bury the bad memories deep inside and are reluctant to talk about the sexual abuse. The situation of the rape victims is made so much worse by the silence that even medical help becomes difficult.,"Sie begraben die schlimmen Erinnerungen tief im Inneren und haben Hemmungen davor , von den sexuellen Misshandlungen zu erzählen . Die Lage der Vergewaltigungsopfer verschlimmert sich durch das Schweigen so sehr , dass sogar medizinische Hilfe schwierig wird .",to be on fire,x
1099,"When it comes to gas , the Directive is aimed , in a nutshell , at guaranteeing a daily and operative security of supply within a competitive environment ."," When we speak of gas , the directive , to put it in a few words , aims to guarantee day - to - day operational security of supply in free competition .","Wenn wir vom Gas sprechen , so verfolgt die Richtlinie , in wenigen Worten ausgedrückt , das Ziel , eine tägliche und operative Versorgungssicherheit in einem freien Wettbewerb zu gewährleisten .",in a nutshell,
1100,Location is good.It &apos;s easy to go any places and nearly supermarket.Bath room is clean .,"the WiFi didn't t work , the bed groaned and the mis matched second hand furniture was did not make the look look inviting . Our confirmation was for a ground floor apartment.","the WiFi didn &apos; t work , the bed groaned and the mis matched second hand furniture was did not make the look look inviting . Our confirmation was for a ground floor apartment .",to go places,x
1101,"I will , of course , pass on your suggestions to Baroness Ashton , particularly those concerning the rationalisation of resources , the use of her new service - the European External Action Service - and cooperation ."," I will of course pass on your suggestions to Mrs Baroness Ashton , particularly in relation to the rationalization of resources , the use of her new service , the European External Action Service , and cooperation .","Ich werde natürlich Ihre Vorschläge an Frau Baroness Ashton , insbesondere in Bezug auf die Rationalisierung der Ressourcen , den Einsatz ihres neuen Dienstes , den Europäischen Auswärtigen Dienst , und die Zusammenarbeit weitergeben .",to pass on,
1102,I shall pass on your proposal to Mrs de Palacio to see exactly to what extent a direct answer can be made to the proposals submitted ., I will forward your proposal to Mrs De Palacio so that she can examine carefully the extent to which a direct response to the proposals can be given in these areas .,"Ich werde Ihren Vorschlag an Frau De Palacio weiterleiten , damit sie genau prüfen kann , inwieweit in diesen Bereichen eine direkte Antwort auf die Vorschläge gegeben werden kann .",to pass on,
1103,"On leaving a room and entering another one , it is required to close the corresponding door ."," When leaving a room and entering another room, the door must be closed.",Beim Verlassen eines Raumes und Betreten eines anderen Raumes muss die Tür geschlossen werden .,to close the door,
1104,"As other Members have said , we fully support the Commission &apos;s proposals . Let us all pull together , so to speak , so that we can present a united front to the party we really have to convince , which is against this proposal as it stands .","As has already been mentioned by other Members , we fully agree with the Commission 's proposals , we are on the same wavelength , so to speak , perhaps in order to strike together the actual interlocutor , who eludes the proposal that has been articulated in this way .","Wie bereits von anderen Kolleginnen und Kollegen erwähnt wurde , stimmen wir mit den Vorschlägen der Kommission völlig überein , wir schwimmen sozusagen auf einer Wellenlänge , vielleicht , um den eigentlichen Ansprechpartner , der sich dem so artikulierten Vorschlag entzieht , gemeinsam zu schlagen .",to pull together,
1105,I believe I speak on behalf of all the Council of Ministers when I pass my congratulations to this Parliament for the excellent way in which these proceedings have taken place ., I believe I speak on behalf of all the members of the Council of Ministers when I congratulate this Parliament on the excellent way in which these procedures have been carried out .,"Ich spreche meines Erachtens im Namen aller Mitglieder des Ministerrates , wenn ich dieses Parlament zu der ausgezeichneten Art und Weise beglückwünsche , wie diese Verfahren durchgeführt worden sind .",to pass on,
1106,We do not pass your personal data on including your house address and email address to third .," We do not pass on your personal data, including your home address and e-mail address, to third parties.",Wir geben Ihre personenbezogenen Daten einschließlich Ihrer Hausadresse und Email-Adresse nicht an Dritte weiter .,to pass on,
1107,"We must have a very serious discussion about the way in which Member States pass on to the European Union , to the European Commission to be more exact , information about the way in which EU funds are used ."," We need to have a very serious debate about the way in which information about how EU funds are being used is passed from each Member State to the European Union , or to be more precise , to the European Commission .","Wir müssen eine sehr ernsthafte Debatte über die Art und Weise führen , wie von den einzelnen Mitgliedstaaten Informationen darüber , wie die EU-Finanzmittel eingesetzt werden , an die Europäische Union , oder um genau zu sein , an die Europäische Kommission weitergegeben werden .",to pass on,
1108,"Simply and to the point ! Our reliable , friendly , trustworthy employees will take care of your needs .", That is quite simply our claim!,Das ist schlicht und ergreifend unser Anspruch !,take care !,
1109,It is clear that the country still has a long way to go .,There is no doubt that the country still has a long way to go.,"Es besteht kein Zweifel daran , dass das Land noch einen langen Weg vor sich hat .",to clear the way,
1110,"Moreover , new international norms had come to the fore : external powers that previously turned a blind eye to coups , military dictatorships , and repression now rallied around democracy and human rights ."," In addition , new international norms had come to the fore : outside forces , previously unconcerned about coups , military dictatorships or repressions , now placed themselves at the service of democracy and human rights .","Außerdem waren neue internationale Normen in den Vordergrund gerückt : Kräfte von außen , die sich vorher nicht um Putsche , Militärdiktaturen oder Repressionen kümmerten , stellten sich nun in den Dienst der Demokratie und Menschenrechte .",to come to the fore,
1111,"Budgetary consolidation must not be used as a stick with which to beat public services , nor must it jeopardise public investment ."," Fiscal consolidation must not be used as a stumbling block thrown in the way of public services, nor as a threat to public investment.","Die Haushaltskonsolidierung darf nicht als Knüppel herhalten , den man den öffentlichen Diensten zwischen die Beine wirft , noch darf sie die öffentlichen Investitionen gefährden .",to beat it,
1112,"We are of course aware that at this stage no final decision has been taken , but it would nevertheless be useful to know in detail the procedure followed so far by the working party in order to ascertain whether it has been subject to sufficiently rigorous scientific criteria to justify proposals which could have extremely damaging effects on the families of hundreds of officials from the Community institutions ."," am of course aware that, as matters stand, no final decision has been taken, but I think it is worth knowing in detail the procedure followed so far during the deliberations of the ""follow-up group"". Are these based on scientific criteria sufficient to justify proposals which are likely to have extremely negative repercussions on hundreds of families of staff of the Community institutions ?","Es ist mir natürlich bewußt , dass beim derzeitigen Stand der Dinge kein endgültiger Beschluss gefasst worden ist , aber ich halte es für zweckmäßig , ausführlich das bislang angewandte Verfahren bei den Beratungen der „ Follow-up-Gruppe “ kennen zu lernen . Beruhen diese auf wissenschaftlichen ausreichenden Kriterien , um Vorschläge zu rechtfertigen , die äußerst negative Auswirkungen auf Hunderte von Familien von Bediensteten der Gemeinschaftsinstitutionen haben dürften ?",to be in the know,
1113,". First , I will pass on your concerns to Commissioner Frattini ."," . Firstly , I will convey your concerns to Commissioner Frattini .",". Erstens , ich werde Ihre Bedenken an Kommissar Frattini übermitteln .",to pass on,
1114,It is time to pass resolutions on the role of sport in education along with the comments and proposals announced by Mr Schmitt ., It is time to take decisions on the role of sport in education in addition to the advice and suggestions made by Mr. Schmitt.,"Es ist an der Zeit , zusätzlich zu den von Herrn Schmitt unterbreiteten Hinweisen und Vorschlägen Beschlüsse zur Rolle des Sports in der Bildung zu fassen .",to pass on,
1115,"It is not , in my view , the task of the Council presidency to pass judgement on the capabilities of the Member States ; nor is it helpful to undermine a consensus unnecessarily , especially in respect of issues on which the Treaty can be the only judge .","Madam President, I do not think it is for the Presidency-in-Office to assess the ability of each Member State and I believe, Madam President, that there is no point in getting upset unnecessarily, especially on an issue which is governed solely by the Treaty .","Frau Präsidentin , ich halte es nicht für die Aufgabe der amtierenden Ratspräsidentschaft , die Fähigkeit der einzelnen Mitgliedstaaten zu bewerten , und ich glaube , Frau Präsidentin , daß es sinnlos ist , sich unnötigerweise aufzuregen , vor allem über ein Thema , das allein vom Vertrag geregelt wird .",to pass on,
1116,"We know that the challenge is going to be ahead of us globally in all countries , so action to prevent climate change is always profitable , from the environmental and also the business standpoint ."," We know that the challenge is upon us in all countries around the world, so action to prevent climate change is always profitable, both from an environmental and economic standpoint.","Wir wissen , dass uns die Herausforderung weltweit in allen Ländern bevorsteht , daher sind Maßnahmen zu Verhinderung des Klimawandels stets gewinnbringend , sowohl vom Standpunkt der Umwelt als auch von dem der Wirtschaft aus gesehen .",to be in the know,
1117,We cannot take care of this right now and applications would get lost !, We cannot take care of this beforehand and applications would be lost.,Vorher können wir uns darum nicht kümmern und Bewerbungen würden verloren gehen .,take care !,
1118,"I do not know what actions may be considered an insult to Islam in the Islamic world , but cases of murdering defenders of human rights and religious freedoms in Pakistan , as well as in other Islamic countries , show us that some Islamic spiritual leaders regard our civilised values , which give people a broad freedom to decide , as a threat to their faith and do not hesitate to declare , in accordance with their law , a fatwa against anyone who openly promotes adherence to human rights and civic freedoms in their territory ."," do not know what acts in the Islamic world are considered an insult to Islam , but the cases of murders of human rights and religious freedom defenders in Pakistan and other Islamic countries show us that some spiritual leaders of Islam have violated our civilizational values that Give people great freedom of choice , see them as a threat to their faith and not hesitate to issue a fatwa under their laws against anyone who openly defends human rights and civil liberties in their area .","Ich weiß nicht , welche Taten in der islamischen Welt als Beleidigung des Islam angesehen werden , doch zeigen uns die Fälle von Morden an Verteidigern der Menschenrechte und der Religionsfreiheit in Pakistan und anderen islamischen Ländern , dass einige geistliche Oberhäupter des Islams unsere zivilisatorischen Werte , die den Menschen große Entscheidungsfreiheit geben , als Bedrohung ihres Glaubens betrachten und nicht zögern , unter Berufung auf ihre Gesetze eine Fatwa gegen jeden zu verhängen , der in ihrem Gebiet offen für die Einhaltung der Menschenrechte und bürgerlichen Freiheiten einsteht .",to be in the know,
1119,"We stayed for a week in June and everything couldn &apos;t have gone better . The staff are incredibly friendly and welcoming-Maja at reception is there every day and gave great tips on getting around and places to go for food , drinks etc .", Big and spacious rooms; very clean and quiet location.,Große und geräumige Zimmer ; sehr sauber und ruhige Lage .,to go places,x
1120,And it came to pass that I beat him with my army that he fled before me .," And it came to pass that I struck him with my army, so that he fled before me.","Und es begab sich : Ich schlug ihn mit meinem Heer , so daß er vor mir floh .",to beat it,
1121,"Some of these ideas , such as , for example , increasing the obligations of the Member States to pass on information on traffic or the role of the Agency in responses to incidents at sea are part of the plans that you have outlined for the creation of a coastguard service .","Some of these ideas , such as increasing the obligation on Member States to transmit information about traffic or the Agency 's role in responding to incidents at sea , fit into the plans you have outlined for setting up a European Coast Guard .","Einige dieser Ideen , wie beispielsweise die stärkere Verpflichtung der Mitgliedstaaten zur Übermittlung von Informationen über den Verkehr oder die Rolle der Agentur bei Reaktionen auf Zwischenfälle auf See , fügen sich in die von Ihnen konzipierten Pläne der Einrichtung einer europäischen Küstenwache ein .",to pass on,
1122,For let us be very clear : the terrorists want to attack not only our lives but also our way of life .," Because there is one thing we should really be clear about: the terrorists not only threaten our lives, but also our way of life.","Denn über eines sollten wir uns wirklich im Klaren sein : Die Terroristen bedrohen nicht nur unser Leben , sondern auch unsere Lebensweise .",to clear the way,
1123,This is not easy but we know it is willing to take it .," It is not easy , but we know that the Presidency is ready to seize this opportunity .","Das ist nicht einfach , aber wir wissen , daß die Präsidentschaft bereit ist , diese Chance zu nutzen .",to take it easy,
1124,"The importance , usefulness and significance of this summit demonstrate , without any shadow of a doubt , the need to hold another summit in the short term ."," The scope , usefulness and importance of this summit make it clear to us that there is a need to hold another summit in the not too distant future .","Die Tragweite , der Nutzen und die Bedeutung dieses Gipfels führen uns ganz klar vor Augen , dass es notwendig ist , in nicht allzu weiter Zukunft ein weiteres Gipfeltreffen abzuhalten .",without a shadow of a doubt,
1125,"The captured images were projected on his body , in order to pass the feeling of transparency .", The shots were projected on his body to go with the sense of transparency.,"Die Aufnahmen wurden an seinem Körper projiziert , um das Gefühl der Transparenz gehen .",to pass on,
1126,"It is clear that this is not the way to talk with friends , but if aprenderte to correct grammar and speak at work ."," It is clear that this is not the way to catch up with friends, but if aprenderte to correct grammar and speak at work.","Es ist klar , dass dies nicht der Weg , um sich mit Freunden , aber wenn aprenderte auf korrekte Grammatik und sprechen bei der Arbeit .",to clear the way,
1127,"Women , without wanting to do so , pass on the whole chemical cocktail to their children during pregnancy and breast-feeding .",Women unintentionally pass the entire chemical cocktail on to their children during pregnancy and breastfeeding.,Frauen geben während der Schwangerschaft und Stillzeit den gesamten chemischen Cocktail ungewollt an ihre Kinder weiter .,to pass on,
1128,Make sure that you know how to dismantle or fold the chair in case this may be necessary for transportation ., Make sure you know how your wheelchair can be folded or disassembled if necessary.,"Versichern Sie sich darüber wie Ihr Rollstuhl zusammengefaltet oder auseinandergenommen werden kann , wenn dies nötig wäre .",to be in the know,
1129,"In the interests of customer relations , it may furthermore be necessary to save and edit your personal data and , e.g. , pass it on to our group companies to better deal with your wishes or improve our products and services . We ( or third parties on our behalf ) may also use this data to inform you of RWE offers which may be useful for your business , or to carry out online surveys through which we can better meet your requirements ."," In order to maintain customer relationships, it may also be necessary for us to store and process your personal data and, for example, to communicate it to our group companies in order to be able to respond better to your wishes or to improve our products and services, that we (or a third party in on our behalf) use this data to inform you about RWE offers that benefit your business or to conduct online surveys that enable us to better meet your needs.","Zur Pflege der Kundenbeziehungen kann es weiterhin nötig sein , dass wir Ihre personenbezogenen Daten speichern , verarbeiten und sie z.B. unseren Konzern-Unternehmen mitteilen , um auf Ihre Wünsche besser eingehen zu können oder unsere Produkte und Leistungen zu verbessern , dass wir ( oder ein Dritter in unserem Auftrag ) diese Daten verwenden , um Sie über RWE-Angebote zu informieren , die Ihrem Geschäft nützen , oder um Online-Umfragen durchzuführen , durch die wir Ihren Anforderungen besser gerecht werden .",to pass on,
1130,"And this , without any shadow of a doubt , is bad news .", This is bad news and nothing makes it worse.,"Das ist eine schlechte Nachricht , die durch nichts abgemildert wird .",without a shadow of a doubt,
1131,The &apos; Adriana &apos; refuge is the genuine article : a mountain refuge built exclusively for cross-country skiers and situated at 1740 m .,"The &#39; Adriana &quot; M.ga Moline's hut is a real mountain hut, created only for cross-country skiers.","Die &quot; Adriana &quot; -Hütte von M.ga Moline ist eine richtige Berghütte , nur für Langläufer geschaffen .",the genuine article,
1132,I am sure that further suggestions will now be made in the debate which I will then be able to pass on to the Council . Thank you for your attention ., am convinced that in the debate I can now take further suggestions to the institution of the Council and thank you for listening .,"Ich bin überzeugt , daß ich nun in der Debatte noch weitere Anregungen mit in die Institution des Rates nehmen kann , und bedanke mich für Ihr Zuhören .",to pass on,
1133,"No noise , no other rooms bothering , no nothing bad ... Really comfortable ! ! ! . A great hotel , I must say ! !"," Good central location, good bus and subway connections, quiet rooms, good breakfast.","Gute zentrale Lage , gute Bus und U – Bahn Verbindungen , , ruhige Zimmer , gutes Frühstück .",i say !,x
1134,"Be a hero , go to strange places and bring back proof of your heroic deeds !", Now every brave photographer can rest assured that the photographs he risked bringing back will also be published under his name.,"Nun kann jeder tapfere Photograph sicher sein , dass die Aufnahmen , die er unter Einsatz seines Lebens zurückgebracht hat , auch unter seinem Namen veröffentlicht werden .",to go places,x
1135,"Although Parliament cannot take part in negotiations , it has a duty to indicate the way , to define clear options for the future , without pretending to take part in the actual negotiations and without being conditioned by governmental pressure or pressure from artificial comparisons , such as the comparison between large and small countries ."," Although the European Parliament does not negotiate , it has a duty to point the way , to set a clear course for the future , without pretending to sit at the negotiating table and without being put under pressure by governments or by to be influenced by artificial contrasts such as that between small and large countries.","Wenngleich das Europäische Parlament nicht verhandelt , so hat es doch die Pflicht , den Weg zu weisen , klare Weichenstellungen für die Zukunft vorzunehmen , ohne so zu tun , als ob es mit am Verhandlungstisch säße , und ohne sich von den Regierungen unter Druck setzen oder von künstlichen Gegensätzen wie dem zwischen kleinen und großen Ländern beeinflussen zu lassen .",to clear the way,
1136,"Without your explicit consent , AdNovum will not pass on your personal data to a third party .", No data will be passed on to third parties without your express consent.,Ohne Ihre ausdrückliche Zustimmung werden keine Daten an Dritte weitergeben .,to pass on,
1137,"I cannot confirm that , all I know is that it will be impossible to complete this dossier at the Fisheries Council in April .", can not confirm . All I know is that it is impossible to bring this matter to a conclusion during the April Fisheries Council .,"Das kann ich nicht bestätigen . Ich weiß nur , daß unmöglich ist , dieses Thema während der AprilTagung des Rates Fischerei zu einem Abschluß zu bringen .",to be in the know,
1138,"In a nutshell , the applications deserve more consideration than is evident in this report ."," In short , more attention needs to be paid to applications than is the case in this report .","Kurzum , den Anwendungen muss ein größeres Augenmerk geschenkt werden , als es in dem vorliegenden Bericht der Fall ist .",in a nutshell,
1139,"We transport politicians always try to be precise , without letting things get out of hand .", We transport politicians always try to be precise without letting it get too much out of hand.,"Wir Verkehrspolitiker versuchen immer , präzise zu sein , ohne das groß ausufern zu lassen .",to get out of hand,
1140,"When John Howard , Australia ’ s Prime Minister , said a few days ago that he is in favour of an infiltration of Islamic schools and mosques , he also made it clear in the same breath that his government does in no way want to interfere in the freedom of religion ."," When Australian Prime Minister John Howard spoke out in favor of the infiltration of Islamic schools and mosques a few days ago, he made it clear at the same time that his government had no intention of infringing on religious freedom.","Als sich der australische Ministerpräsident John Howard vor wenigen Tagen für eine Infiltration islamischer Schulen und Moscheen aussprach , hat er gleichzeitig klargestellt , dass seine Regierung mitnichten die Religionsfreiheit antasten wolle .",to clear the way,
1141,"You all know how important it is to complete the ratification process in order to be able to implement the agreement fully , including its financial component ."," You all know how important it is to complete the ratification process in order to fully implement the agreement , including its financial component .","Sie alle wissen , wie wichtig es ist , den Ratifizierungsprozess abzuschließen , um das Abkommen vollständig umsetzen zu können , einschließlich seiner finanziellen Komponente .",to be in the know,
1142,"The customer shall treat the photographic material with due care and may only pass it on to third parties for internal business purposes , i.e. inspection , selection and technical processing .","The customer must treat the image material carefully and carefully and may only pass it on to third parties for internal business purposes of viewing, selection and technical processing.","Der Kunde hat das Bildmaterial sorgfältig und pfleglich zu behandeln und darf es an Dritte nur zu geschäftsinternen Zwecken der Sichtung , Auswahl und technischen Verarbeitung weitergeben .",to pass on,
1143,"If colleagues agree , I would like to ask Commissioner Solbes to pass that message on ."," If colleagues agree , I ask Commissioner Solbes to take this message to her .","Wenn die Kolleginnen und Kollegen einverstanden sind , bitte ich Herrn Kommissar Solbes , ihr diese Botschaft zu überbringen .",to pass on,
1144,"24 And it came to pass that they slept upon their swords that night , and on the morrow they fought again , and they contended in their might with their swords and with their shields , all that day .","24 And it came to pass that they slept on their swords that night, and the next day they fought again, and they fought all day long with all their might with their swords and with their shields.","24 Und es begab sich : Sie schliefen in jener Nacht auf ihren Schwertern , und am nächsten Tag kämpften sie wieder , und sie stritten den ganzen Tag lang mit aller Macht mit ihren Schwertern und mit ihren Schilden .",to pass on,
1145,"It ’ s meant for short , sweet nothings , and it ̱ s great for telling the world ( well , the people on your contact list at least ) that you ’ re a bit under the weather and working from home today or that they should run , not walk , and read your blog ."," It's made for short, irrelevant comments, and is the perfect way to let the world (well, at least the people on your contact list) know you're not up to par today, or to urge them to start reading your blog.","Es ist für kurze , belanglose Kommentare gedacht und die perfekte Möglichkeit , der Welt ( nun ja , zumindest den Leuten in Ihrer Kontaktliste ) mitzuteilen , dass Sie heute nicht ganz auf der Höhe sind , oder um sie aufzufordern , endlich Ihr Blog zu lesen .",short and sweet,
1146,"In a nutshell : Ireland ’ s policymakers failed to supervise their banks , and watched ( or cheered ) from the sidelines as a debt-fueled spending binge generated the “ Celtic miracle , ” whereby Ireland grew faster than all other EU members and Dublin real estate became some of the most expensive in the world .","The short version is that Ireland's policymakers did not oversee their banks and merely watched (or cheered) from the outside as a debt-fueled spending spree produced the ""Celtic Miracle"" that grew Ireland far faster than any other EU member and resulted in Dublin real estate was among the most expensive in the world.","Die Kurzfassung lautet : Irlands politische Entscheidungsträger haben ihre Banken nicht beaufsichtigt und lediglich von außen zugesehen ( oder gejubelt ) , als ein schuldenfinanzierter Ausgabenrausch das „ keltische Wunder “ hervorbrachte , das Irland wesentlich schneller als alle anderen EU-Mitglieder wachsen ließ und dazu führte , dass Dubliner Immobilien zu den teuersten der Welt zählten .",in a nutshell,
1147,"They normally give out great samples to the public and sell their acclaimed Charles Shaw wine , also known as &quot; Two Buck Chuck .","In the northern areas, anything west (toward the coast) of Interstate 110 (Long Beach-Pasadena) is considered a so-called safe area.","In den nördlichen Gebieten kann man sagen , dass alles was westlich ( Richtung Küste ) der Interstate 110 ( Long Beach - Pasadena ) liegt , zu den so genannten sicheren Gebieten zählt .",to sell out,
1148,"The staff were extremely friendly , eager to help up go to the best places . They suggested a nice fado place ; they got us taxis , explained where we wanted to go , and got us cheap fares ."," The enchanting view from the balcony of our room and the roof terrace, the quiet location, the bright and cheerful room and the friendly but unobtrusive staff are particularly worth mentioning. The breakfast was okay.","Die bezaubernde Aussicht vom Balkon unseres Zimmers und der Dachterrasse aus , die ruhige Lage , das helle und freundliche Zimmer und das freundliche aber dezente Personal sind besonders erwähnenswert.Das Frühstück war in Ordnung .",to go places,
1149,"It is a clear signal to consumers that the only way in which they can be certain of steering clear of GMOs is by buying organic products , especially when you think of all the animal products whose labels will not state whether GMOs were used in the animals &apos; feed .",It sends a clear message to consumers that the only safe way to avoid GMOs is to buy organic. This applies not least to the numerous animal products that are not labeled if their feed contained GMOs.,"Es ist eine eindeutige Botschaft an die Verbraucher , dass sie GVO nur dann mit Sicherheit vermeiden können , wenn sie ökologisch kaufen . Das gilt nicht zuletzt für die zahlreichen tierischen Produkte , die nicht gekennzeichnet werden , wenn ihr Futter GVO enthalten hatte .",to clear the way,
1150,"I fear not , as the principle of profitability will then automatically come to the fore , a principle directly opposed to that of public service ."," I am afraid not , because then the reflexes and indicators of profitability come into play which are contrary to the concept of public service .","Ich fürchte nein , denn dann kommen die Reflexe und Kennziffern der Rentabilität zum Tragen , die dem Konzept des gemeinwirtschaftlichen Dienstes entgegenstehen .",to come to the fore,
1151,"Of course , to avoid the risk of cotton-growing going into decline or becoming uneconomical , we have requested a small increase in the funding per hectare and I am delighted to hear that you accept ."," Of course , in order to avoid cotton production falling or becoming uneconomical , we have proposed a small increase in funding per hectare and I am pleased that you accept this .","Um zu vermeiden , dass die Baumwollproduktion zurückgehen oder unwirtschaftlich werden könnte , haben wir natürlich eine kleine Erhöhung der Finanzierung je Hektar vorgeschlagen , und ich freue mich , dass Sie dies akzeptieren .",i hear you .,
1152,"In other words , we build an optimal work environment that enables us to then pass on any cost benefits to our customers ."," In other words , we build an optimal working environment that enables us to pass on cost advantages to our customers .","Mit anderen Worten , wir bauen eine optimale Arbeitsumgebung auf , die es uns ermöglicht , Kostenvorteile an unsere Kunden weiterzugeben .",to pass on,
1153,The parties must know that their natural vocation is to be in Europe ., They must realize that Europe is their natural destiny.,"Ihnen muss klar sein , dass Europa ihre natürliche Bestimmung ist .",to be in the know,
1154,Pass the PHP code to execute directly on the command line ., Pass the PHP code to be executed directly on the command line.,"Den PHP-Code , der ausgeführt werden soll , direkt auf der Kommandozeile übergeben .",to pass on,
1155,"Looking forward , the Commission will , without a shadow of a doubt , support any further efforts making the text even more watertight .","In the future, the Commission will no doubt support any further efforts to make the text even more watertight.","In Zukunft wird die Kommission zweifelsohne alle weiteren Bemühungen , den Text sogar noch hieb- und stichfester zu machen , unterstützen .",without a shadow of a doubt,
